customer_id,age,city,operator,network_type,account_type,tenure_months,monthly_data_gb,avg_daily_data_gb,streaming_hours,hotspot_data_gb,monthly_voice_minutes,total_calls,incoming_calls,outgoing_calls,international_minutes,roaming_voice_minutes,monthly_sms,roaming_data_gb,monthly_recharge,churn
CUST09323,32.12517786790129,Hyderabad,Jio,4G,Individual,31.031560471881,58.53,1.951,169.19,3.36,38.92,16,10,6,1.96,1.44,51,15.22,938.46,0
CUST09324,29.62889360192264,Chennai,Vi,4G,Individual,35.68444831675619,4.81,0.16,13.82,0.48,51.91,40,23,17,2.23,0.86,102,1.05,396.63,0
CUST09325,34.305832672728684,Lucknow,Jio,5G,Family,120.0,1.86,0.062,4.34,0.55,268.92,125,55,70,23.35,13.97,39,0.31,99.0,0
CUST09326,35.12155882725407,Pune,Jio,5G,Family,70.95933945770982,17.28,0.576,29.15,1.64,484.39,313,182,131,16.92,15.33,126,1.33,864.33,1
CUST09327,25.321185087800448,Kolkata,Airtel,4G,Individual,98.80999506953192,11.49,0.383,26.79,0.87,314.52,143,65,78,32.66,7.37,85,0.96,594.92,0
CUST09328,37.25964431513543,Delhi,Vi,5G,Individual,88.15399344372366,2.59,0.086,4.66,0.22,45.18,21,14,7,5.06,3.26,29,0.38,198.99,0
CUST09329,39.69513106204796,Kolkata,Jio,5G,Individual,40.21180162635042,3.55,0.118,12.35,0.97,80.8,37,24,13,9.6,0.49,92,0.1,355.21,0
CUST09330,35.292249409566324,Lucknow,Airtel,4G,Individual,50.79058787667028,20.85,0.695,54.25,3.25,680.86,224,117,107,39.94,38.23,86,0.69,670.97,0
CUST09331,33.63335486957403,Chennai,Vi,5G,Individual,50.59591199174679,31.5,1.05,83.6,7.01,183.35,58,29,29,3.56,3.73,65,5.47,639.09,0
CUST09332,20.86703947172697,Gurugram,Vi,4G,Individual,108.73925342905392,5.03,0.168,9.7,0.41,824.31,456,294,162,28.38,2.25,100,1.4,514.87,0
CUST09333,33.98044819985616,Mumbai,Jio,5G,Individual,61.54643738392964,7.97,0.266,18.13,1.99,569.03,247,125,122,61.41,37.53,94,2.04,453.31,0
CUST09334,35.358695725323415,Mumbai,Airtel,5G,Individual,56.42210248011401,51.59,1.72,85.57,13.12,30.41,25,13,12,2.35,0.95,82,14.31,831.53,0
CUST09335,32.43658792728423,Hyderabad,Airtel,4G,Individual,17.644250291103432,4.06,0.135,10.59,0.39,311.43,156,75,81,6.65,21.43,94,0.71,434.62,0
CUST09336,18.761322511195523,Gurugram,Vi,4G,Individual,57.4618219796354,3.02,0.101,8.69,0.63,63.75,39,23,16,3.89,2.21,36,0.12,205.76,0
CUST09337,18.0,Delhi,Jio,5G,Business,85.8357189656068,36.51,1.217,115.04,8.89,23.44,11,5,6,1.35,0.86,63,9.38,612.98,0
CUST09338,32.66653754268664,Bengaluru,Vi,5G,Individual,60.217708588578,35.17,1.172,88.85,8.35,322.79,263,111,152,17.46,11.56,109,1.28,1144.85,0
CUST09339,31.56326107753252,Noida,Jio,4G,Family,10.345659032287548,6.47,0.216,19.37,1.09,40.44,22,12,10,4.37,1.14,95,1.46,376.0,0
CUST09340,27.10150578776016,Pune,Jio,5G,Individual,98.2052888116844,5.11,0.17,12.37,0.33,84.84,45,23,22,9.58,6.24,82,1.42,450.73,0
CUST09341,33.53830542080292,Mumbai,Jio,5G,Individual,35.032960441020606,21.79,0.726,72.47,2.37,66.63,28,12,16,6.6,4.48,70,0.59,647.21,0
CUST09342,36.57984612141015,Gurugram,Vi,4G,Individual,50.72573310405342,6.37,0.212,13.58,1.33,80.19,36,15,21,7.58,3.24,85,0.24,438.36,0
CUST09343,18.0,Mumbai,Jio,5G,Individual,35.195587764396635,6.07,0.202,16.86,1.77,979.18,579,275,304,88.13,15.47,81,1.09,591.13,0
CUST09344,25.59373945259833,Chennai,Vi,4G,Individual,42.03778520427608,2.33,0.078,4.96,0.45,369.5,673,335,338,13.6,3.51,67,0.28,760.12,0
CUST09345,34.71665429330405,Mumbai,Airtel,4G,Individual,45.46808054974655,4.65,0.155,9.24,0.93,14.03,3,2,1,1.4,1.12,41,0.24,193.09,0
CUST09346,28.86018449618069,Noida,Airtel,5G,Individual,19.37867279913237,29.78,0.993,63.49,4.96,290.9,236,122,114,20.55,13.93,110,1.05,944.92,0
CUST09347,29.481011098010224,Delhi,Jio,5G,Individual,18.45645664548208,1.38,0.046,2.14,0.3,476.39,231,97,134,41.19,10.77,91,0.39,621.02,0
CUST09348,30.104121791982937,Gurugram,Airtel,5G,Family,22.998647457129263,2.61,0.087,4.6,0.45,410.09,174,100,74,40.53,13.31,77,0.67,662.26,0
CUST09349,39.14027425518548,Pune,Airtel,5G,Individual,96.91132293139488,26.67,0.889,55.21,6.01,136.94,109,57,52,3.12,5.02,75,2.46,716.66,1
CUST09350,18.0,Pune,Vi,5G,Individual,32.254769399626,5.98,0.199,19.9,1.69,616.31,284,191,93,20.26,46.41,86,0.85,584.39,0
CUST09351,18.0,Lucknow,Vi,5G,Individual,64.8853567070064,2.22,0.074,7.61,0.24,100.87,81,39,42,5.98,1.21,38,0.27,201.01,0
CUST09352,20.95163885895256,Delhi,BSNL,5G,Individual,47.84700439949376,7.53,0.251,17.22,2.09,301.57,149,79,70,30.28,2.32,101,2.14,353.34,1
CUST09353,49.18961924025098,Mumbai,Jio,4G,Business,44.68093856773854,9.79,0.326,27.05,1.54,751.09,420,215,205,64.71,12.46,78,0.77,633.82,0
CUST09354,36.06627604412825,Mumbai,Airtel,5G,Family,26.422599679393684,2.16,0.072,6.13,0.47,52.88,19,10,9,3.6,3.9,45,0.31,163.11,0
CUST09355,36.135596641613375,Hyderabad,Jio,5G,Family,52.73512091007758,2.47,0.082,5.93,0.4,104.51,59,28,31,4.31,0.46,35,0.7,212.92,1
CUST09356,27.961182042489657,Chennai,Jio,4G,Individual,85.76052771718908,7.28,0.243,14.53,1.61,736.96,312,175,137,64.45,28.89,76,1.31,647.02,0
CUST09357,28.60789242457338,Pune,Airtel,5G,Business,66.61989542525357,4.93,0.164,9.46,0.64,525.29,213,96,117,35.0,23.9,77,0.01,576.4,0
CUST09358,23.306026008024705,Kolkata,Jio,5G,Individual,58.97563887567624,1.63,0.054,3.43,0.3,58.89,38,17,21,5.03,1.73,34,0.41,200.71,0
CUST09359,31.55975773805911,Bengaluru,Airtel,5G,Family,42.74499438985896,11.08,0.369,29.11,0.89,318.39,155,84,71,37.63,9.71,81,2.53,564.81,0
CUST09360,28.313872539766496,Lucknow,Airtel,4G,Individual,46.80601639865765,28.03,0.934,96.23,3.33,25.13,13,8,5,2.14,0.14,66,7.28,668.35,0
CUST09361,37.81599100113139,Chennai,Airtel,5G,Individual,81.39986928742118,12.8,0.427,20.91,1.45,265.35,101,60,41,7.02,11.77,91,0.52,393.49,0
CUST09362,30.2361353062389,Hyderabad,Airtel,5G,Individual,13.288669036116977,7.01,0.234,20.82,0.6,317.01,157,76,81,5.98,19.15,84,2.02,546.35,0
CUST09363,39.164191215238375,Delhi,Airtel,5G,Business,28.930831628445404,8.09,0.27,17.17,2.06,36.4,10,5,5,4.09,2.31,93,1.69,398.48,0
CUST09364,33.80316829542168,Gurugram,Jio,4G,Family,69.87831978558219,1.44,0.048,3.03,0.09,31.44,24,15,9,1.01,2.04,35,0.18,237.97,0
CUST09365,39.45173245315401,Lucknow,Jio,4G,Individual,53.60597973508583,4.69,0.156,14.4,1.2,407.98,271,147,124,13.85,25.97,103,1.29,495.18,0
CUST09366,24.20215389649498,Pune,Jio,5G,Family,112.4584764194224,7.47,0.249,23.77,0.55,97.27,70,37,33,2.43,4.41,97,0.55,397.21,0
CUST09367,28.05816219015427,Mumbai,BSNL,5G,Individual,28.94059335034616,6.42,0.214,18.43,1.74,247.11,153,72,81,3.07,6.89,73,1.13,336.74,0
CUST09368,36.280841380031056,Hyderabad,Vi,5G,Family,77.50532891682701,3.87,0.129,6.97,0.71,391.07,341,209,132,23.58,7.36,85,0.81,604.94,0
CUST09369,18.0,Chennai,Vi,4G,Family,32.12878377497385,11.16,0.372,22.72,2.76,422.94,212,143,69,18.12,15.34,74,1.41,521.22,0
CUST09370,28.04539245748601,Noida,Airtel,5G,Individual,77.53183977759005,56.69,1.89,144.45,5.5,85.02,54,28,26,7.03,5.03,71,5.68,715.67,0
CUST09371,38.88815963848532,Pune,Airtel,4G,Family,19.48002952248116,5.82,0.194,11.81,1.28,393.93,221,141,80,29.18,11.45,91,1.71,611.11,0
CUST09372,20.20835527363197,Chennai,Airtel,4G,Family,119.30468403874995,1.87,0.062,4.48,0.13,57.81,28,19,9,5.36,2.7,39,0.07,179.89,0
CUST09373,18.0,Chennai,Jio,5G,Individual,103.68061759462668,3.24,0.108,6.36,0.47,373.7,191,115,76,24.87,4.56,33,0.74,264.76,0
CUST09374,18.451780727654103,Bengaluru,Jio,4G,Individual,67.80689853651242,3.09,0.103,8.75,0.81,693.73,402,207,195,13.66,26.28,89,0.02,575.56,0
CUST09375,37.27108900326181,Bengaluru,Airtel,4G,Individual,90.81683871715316,0.19,0.006,0.64,0.01,117.27,70,45,25,5.99,4.73,41,0.02,223.92,1
CUST09376,18.0,Kolkata,Jio,5G,Individual,32.9558619754854,2.7,0.09,4.66,0.75,104.12,50,30,20,5.41,6.93,27,0.5,267.61,0
CUST09377,18.0,Noida,Jio,4G,Individual,40.608066068114645,26.84,0.895,68.51,2.03,423.98,276,151,125,30.95,9.09,74,2.95,608.24,0
CUST09378,38.558366409976834,Gurugram,Airtel,4G,Individual,19.707387530590665,3.34,0.111,6.78,0.99,269.95,208,100,108,28.88,19.72,91,0.43,428.09,0
CUST09379,38.78238484695242,Gurugram,Airtel,5G,Individual,34.604383624845504,2.22,0.074,3.84,0.22,446.63,339,168,171,10.1,32.46,79,0.57,530.45,1
CUST09380,34.20656136052788,Delhi,Airtel,4G,Family,80.9784687323565,6.09,0.203,11.46,1.48,270.91,134,75,59,22.56,20.01,97,1.23,445.9,0
CUST09381,46.82535869965528,Noida,Jio,4G,Individual,38.65798014992385,1.63,0.054,5.46,0.26,201.46,93,37,56,5.6,4.73,46,0.05,231.85,0
CUST09382,36.17621799819688,Delhi,Vi,4G,Individual,18.1521659838438,7.2,0.24,11.31,1.08,209.36,67,29,38,24.73,2.45,92,0.39,339.94,1
CUST09383,46.76850957098482,Lucknow,Airtel,5G,Family,6.975094414657272,45.37,1.512,69.77,11.14,168.07,95,54,41,7.34,5.18,64,5.77,763.13,0
CUST09384,53.18750077685392,Gurugram,Jio,5G,Individual,120.0,6.79,0.226,17.49,0.97,188.93,99,53,46,6.87,15.01,90,0.37,533.17,0
CUST09385,26.93666572096661,Kolkata,Vi,5G,Individual,46.80618494634108,24.15,0.805,38.83,6.0,110.23,71,41,30,6.34,6.18,70,7.12,391.4,0
CUST09386,39.56031162935081,Mumbai,Airtel,5G,Business,58.63127370485608,6.97,0.232,16.33,1.39,483.57,155,73,82,55.42,37.08,74,0.58,605.22,0
CUST09387,39.02583109027142,Lucknow,Jio,4G,Individual,85.6730911865512,18.65,0.622,63.17,4.01,330.88,161,82,79,38.22,10.26,118,2.71,1080.56,0
CUST09388,27.935940095373308,Hyderabad,Airtel,4G,Individual,67.2172865004564,19.78,0.659,43.89,3.33,250.46,107,61,46,18.05,0.04,85,4.71,314.9,0
CUST09389,29.157585764221263,Noida,Jio,5G,Individual,45.34713986586347,16.93,0.564,42.24,3.98,169.18,75,33,42,11.63,8.65,95,3.57,336.81,0
CUST09390,29.48301288477924,Mumbai,Airtel,4G,Individual,30.514971513006707,4.61,0.154,14.63,0.91,180.11,98,62,36,17.51,10.76,95,0.81,468.98,0
CUST09391,28.62937498364969,Noida,Airtel,5G,Family,64.3094752167653,41.77,1.392,64.75,5.88,226.84,127,56,71,19.21,17.2,126,6.03,876.33,0
CUST09392,25.31368874951896,Mumbai,Jio,5G,Individual,77.49133664694986,19.5,0.65,44.13,4.48,159.55,110,52,58,16.98,9.67,123,1.08,963.26,1
CUST09393,30.95459715315221,Lucknow,Vi,5G,Family,76.66091411463518,3.06,0.102,10.49,0.54,159.88,58,28,30,13.15,9.44,40,0.18,214.51,0
CUST09394,25.551154659234225,Hyderabad,Jio,5G,Family,60.98657780903513,20.2,0.673,49.8,2.76,100.9,101,51,50,5.68,7.75,63,3.88,635.09,0
CUST09395,45.59986785529719,Kolkata,Jio,4G,Family,8.47301446276478,16.27,0.542,45.74,3.48,469.08,387,196,191,36.16,18.23,102,3.52,407.66,0
CUST09396,39.48950279732662,Hyderabad,Jio,5G,Individual,94.9913878644532,5.95,0.198,9.25,0.84,143.25,109,57,52,13.14,6.62,41,0.6,191.86,0
CUST09397,27.478613025880065,Chennai,Airtel,5G,Individual,7.662030526207401,1.02,0.034,3.1,0.08,110.1,54,30,24,10.85,2.0,34,0.06,190.58,0
CUST09398,45.17214210308244,Gurugram,Jio,5G,Individual,83.93156697653049,10.85,0.362,23.67,0.78,109.47,50,33,17,10.44,1.41,84,0.11,389.63,0
CUST09399,25.8913130974596,Kolkata,Jio,4G,Family,14.020261197611047,12.65,0.422,35.82,3.46,78.61,58,32,26,3.53,3.02,97,3.22,380.08,0
CUST09400,18.0,Hyderabad,Airtel,5G,Individual,49.35183985038141,1.99,0.066,4.17,0.15,16.93,17,8,9,0.65,0.1,21,0.12,294.64,0
CUST09401,18.0,Lucknow,Airtel,5G,Individual,41.4366925100199,44.55,1.485,145.33,12.41,107.41,33,16,17,5.58,3.78,75,0.5,739.13,0
CUST09402,23.832817015261405,Gurugram,Jio,5G,Business,58.6156845113012,6.76,0.225,22.23,0.91,133.13,88,56,32,2.88,2.6,65,1.06,485.98,0
CUST09403,25.258597680686847,Chennai,Airtel,5G,Individual,20.197828664925456,30.58,1.019,102.41,8.12,192.18,115,62,53,6.89,14.63,59,0.87,731.72,0
CUST09404,31.38874460602717,Hyderabad,Jio,5G,Individual,26.65566223140733,2.89,0.096,5.09,0.17,205.62,156,73,83,19.2,4.05,91,0.41,414.05,0
CUST09405,25.21891507398208,Mumbai,Vi,4G,Individual,75.6035290376445,0.63,0.021,1.27,0.05,33.22,28,13,15,2.3,2.44,39,0.12,233.98,0
CUST09406,40.49919702500949,Pune,Jio,5G,Family,77.6108938458355,3.91,0.13,12.54,0.4,771.15,429,248,181,72.84,57.78,97,0.31,439.2,0
CUST09407,25.22605282023047,Noida,Airtel,5G,Individual,16.077669068060004,0.5,0.017,0.86,0.14,115.45,70,33,37,4.16,7.85,33,0.1,233.64,0
CUST09408,36.62556541779434,Chennai,BSNL,5G,Family,103.13743034776316,16.29,0.543,38.67,3.43,512.84,442,282,160,20.23,33.56,95,3.27,355.83,0
CUST09409,40.989365638645886,Kolkata,Jio,5G,Business,51.0720412778917,2.11,0.07,5.14,0.62,40.26,10,4,6,1.31,0.48,34,0.18,138.35,0
CUST09410,36.66518145510052,Delhi,Jio,5G,Individual,89.17066119179334,13.15,0.438,38.34,2.49,141.22,73,31,42,2.09,7.68,99,2.62,299.55,0
CUST09411,21.95432284730189,Gurugram,Airtel,5G,Individual,55.51218528883774,1.52,0.051,4.7,0.27,142.28,67,30,37,4.01,6.7,39,0.06,212.43,0
CUST09412,52.13318958933471,Gurugram,Jio,5G,Individual,38.07573369443262,44.3,1.477,106.99,9.11,136.28,131,70,61,11.53,4.17,64,4.74,633.99,0
CUST09413,18.72392531892327,Gurugram,Airtel,5G,Individual,30.5250089791884,5.1,0.17,11.69,1.27,823.85,480,275,205,68.52,41.05,81,0.87,570.12,0
CUST09414,37.06330498537848,Chennai,Jio,4G,Family,97.0279665378148,0.3,0.01,0.82,0.06,247.12,129,52,77,15.3,0.01,34,0.07,186.14,0
CUST09415,33.89655452696369,Lucknow,Jio,4G,Family,56.256334804853786,5.69,0.19,9.74,1.06,105.49,30,15,15,9.46,5.35,85,0.49,355.68,0
CUST09416,26.47140277838349,Noida,Vi,4G,Family,64.78837152508586,3.57,0.119,10.44,0.67,37.48,19,8,11,0.55,2.57,40,0.46,266.39,0
CUST09417,40.74654456172209,Mumbai,Jio,4G,Individual,82.8255641339413,37.42,1.247,107.2,10.27,86.55,54,29,25,8.5,2.74,55,9.58,775.24,0
CUST09418,29.950878334133343,Pune,Jio,5G,Individual,46.87865242691002,3.87,0.129,7.19,1.1,112.34,33,19,14,6.47,7.91,87,0.24,423.65,0
CUST09419,37.56591656241356,Hyderabad,Airtel,4G,Individual,29.36315555508905,8.62,0.287,15.2,2.3,87.49,46,21,25,2.61,2.98,98,1.59,516.76,1
CUST09420,32.20400585252044,Delhi,Airtel,5G,Individual,102.86951266144696,16.99,0.566,37.92,2.21,16.86,15,9,6,2.02,1.25,105,0.58,458.24,0
CUST09421,29.92441959294269,Hyderabad,Jio,5G,Family,14.039322857011292,26.39,0.88,63.63,5.85,721.53,525,272,253,72.07,10.53,133,3.71,1003.63,0
CUST09422,19.709441730954204,Kolkata,Airtel,5G,Individual,57.750134103617896,5.67,0.189,18.19,0.72,76.51,27,17,10,1.74,0.75,87,0.6,514.03,0
CUST09423,37.30401549582236,Pune,Jio,5G,Family,31.20183724440804,29.35,0.978,98.33,6.8,159.7,71,45,26,12.81,9.78,69,8.76,653.97,0
CUST09424,28.945909395123167,Pune,Jio,4G,Individual,59.46496372388346,16.16,0.539,40.22,2.19,275.82,231,132,99,29.96,21.34,95,2.61,332.19,0
CUST09425,18.0,Pune,Jio,5G,Individual,25.74098557737622,32.01,1.067,66.48,6.67,391.75,248,136,112,28.33,13.8,124,7.54,897.58,0
CUST09426,25.577374084093485,Noida,Jio,5G,Business,16.294413426049275,8.3,0.277,14.82,1.6,449.52,174,72,102,41.95,17.41,88,0.3,544.19,0
CUST09427,43.02735562447539,Noida,Airtel,4G,Business,51.088033122983774,10.69,0.356,31.67,3.19,138.71,48,24,24,7.13,4.23,111,1.76,406.61,0
CUST09428,40.103223612649,Chennai,Airtel,5G,Individual,68.21878640578981,5.66,0.189,13.59,1.0,454.52,195,102,93,22.98,30.59,85,0.16,422.27,0
CUST09429,40.94441642381146,Lucknow,Airtel,5G,Individual,30.422815492587723,8.89,0.296,18.26,2.04,181.36,193,94,99,1.83,6.22,83,2.2,503.58,0
CUST09430,32.82586575727311,Chennai,Airtel,4G,Family,40.77830518548685,5.15,0.172,11.54,1.09,513.49,282,129,153,24.61,10.34,71,0.19,615.0,0
CUST09431,33.47551318854353,Chennai,Airtel,4G,Individual,9.51714801558463,8.67,0.289,21.51,0.46,551.79,589,289,300,41.28,40.7,89,1.24,512.4,0
CUST09432,43.80303248479183,Bengaluru,Airtel,5G,Individual,64.0863876077493,5.52,0.184,11.03,0.81,16.89,11,7,4,1.2,1.07,27,1.26,312.48,0
CUST09433,28.688959042768964,Hyderabad,Jio,5G,Individual,52.95631174415651,31.55,1.052,61.56,6.83,214.27,104,60,44,17.14,2.9,84,4.4,533.73,0
CUST09434,46.36592468065365,Kolkata,Airtel,5G,Individual,31.69125460000894,9.48,0.316,27.12,1.79,58.47,39,18,21,6.84,2.54,77,0.9,343.67,0
CUST09435,35.88260126978596,Lucknow,Jio,4G,Family,108.22358000875334,7.86,0.262,21.43,0.85,275.6,112,59,53,20.54,2.88,97,1.73,488.73,0
CUST09436,26.81919014585181,Gurugram,Jio,5G,Individual,96.48569913356184,21.15,0.705,69.41,1.95,114.68,66,42,24,13.68,0.04,90,2.99,323.86,0
CUST09437,18.0,Hyderabad,Vi,5G,Family,31.29205615990365,36.0,1.2,82.47,5.62,174.46,98,60,38,19.19,13.59,79,5.62,651.36,0
CUST09438,32.255708330996214,Mumbai,Airtel,4G,Individual,54.61391528444726,1.3,0.043,3.7,0.21,93.32,54,30,24,10.6,2.07,28,0.32,253.15,0
CUST09439,38.68001814024638,Hyderabad,Jio,5G,Individual,69.02414765037716,5.3,0.177,13.35,1.41,19.09,6,4,2,0.46,1.33,34,0.21,243.12,0
CUST09440,43.86486931962655,Hyderabad,Vi,4G,Individual,23.87932774192209,36.8,1.227,64.71,6.33,124.23,58,30,28,9.97,6.32,61,1.29,703.04,0
CUST09441,34.25798460314479,Hyderabad,Jio,5G,Individual,67.63110565402636,3.9,0.13,9.35,0.69,89.1,32,18,14,8.86,0.01,40,1.17,205.2,0
CUST09442,31.07237192912507,Lucknow,Vi,5G,Individual,63.66146729003756,2.55,0.085,4.03,0.74,79.36,32,17,15,7.25,4.55,30,0.75,210.47,0
CUST09443,24.95096636989271,Lucknow,Vi,5G,Family,62.03082868250811,1.26,0.042,4.33,0.23,29.42,18,12,6,2.79,0.3,34,0.33,173.31,0
CUST09444,35.75666380920068,Kolkata,Airtel,5G,Individual,61.87410887225995,6.94,0.231,23.29,0.77,579.09,252,138,114,35.69,21.37,78,1.24,372.96,1
CUST09445,41.09220104933411,Noida,Jio,5G,Business,32.19168295485631,14.04,0.468,45.72,1.44,247.15,152,78,74,10.34,6.71,95,0.32,455.59,1
CUST09446,22.306045448242383,Chennai,BSNL,5G,Individual,75.06651718333639,2.64,0.088,5.51,0.18,76.21,44,22,22,6.85,5.14,28,0.14,170.71,0
CUST09447,39.84035235684149,Mumbai,Airtel,4G,Individual,51.7073602232768,10.26,0.342,27.48,2.24,141.85,51,21,30,7.17,2.67,149,1.42,1099.12,0
CUST09448,36.86719223636968,Lucknow,Airtel,4G,Individual,28.98042205623628,46.59,1.553,141.16,5.95,168.05,100,43,57,11.11,6.51,77,8.46,786.43,0
CUST09449,29.506094083300617,Mumbai,Vi,4G,Individual,99.329659659254,4.36,0.145,11.55,0.89,151.67,70,33,37,15.95,11.66,104,0.47,425.81,0
CUST09450,33.15736160665393,Bengaluru,Jio,5G,Individual,38.45211417899401,15.3,0.51,51.77,4.09,259.11,120,75,45,5.96,2.2,109,4.26,491.56,1
CUST09451,18.0,Hyderabad,Jio,5G,Family,70.95902135516664,9.44,0.315,18.64,0.93,125.93,55,25,30,14.22,1.9,85,2.2,368.9,0
CUST09452,44.702086282012544,Delhi,BSNL,4G,Business,70.28853018793127,33.61,1.12,84.04,9.02,157.08,81,45,36,11.54,11.52,81,1.87,712.01,0
CUST09453,22.761772365432133,Chennai,Airtel,5G,Business,24.86394474870225,2.42,0.081,3.86,0.49,65.64,39,17,22,0.78,1.11,38,0.47,175.46,0
CUST09454,19.145740240470914,Pune,Vi,5G,Family,57.21193781376386,2.57,0.086,5.64,0.6,77.26,55,29,26,1.63,4.86,34,0.17,211.36,0
CUST09455,52.69928261366948,Bengaluru,Vi,5G,Family,55.9921559959986,1.68,0.056,5.19,0.13,603.61,377,244,133,19.81,3.93,60,0.17,631.16,0
CUST09456,40.28693929345406,Hyderabad,Jio,5G,Individual,66.0407003734007,8.47,0.282,27.05,0.5,168.51,89,52,37,15.88,3.79,95,0.42,342.54,0
CUST09457,31.30057533238729,Chennai,BSNL,5G,Individual,44.24345929046518,2.96,0.099,7.54,0.63,199.13,64,34,30,9.68,10.12,90,0.23,363.9,0
CUST09458,42.33021508097247,Lucknow,Airtel,5G,Individual,51.41549700589254,11.23,0.374,23.69,2.1,602.5,293,137,156,8.24,39.61,57,1.39,685.0,1
CUST09459,30.547930309769573,Bengaluru,BSNL,5G,Individual,22.822728925691163,40.65,1.355,139.5,5.52,47.68,24,13,11,0.8,2.73,73,7.98,628.1,0
CUST09460,31.62870041716401,Noida,Airtel,4G,Individual,120.0,5.1,0.17,14.3,1.26,249.08,114,72,42,20.78,0.32,101,1.33,399.18,0
CUST09461,22.05743804798524,Gurugram,Vi,4G,Individual,50.70765254629416,28.83,0.961,79.86,5.86,120.87,49,26,23,7.08,8.37,80,1.42,764.55,0
CUST09462,19.28033671025645,Hyderabad,Jio,5G,Individual,11.877111781868804,1.21,0.04,2.57,0.14,36.61,20,12,8,3.28,0.3,38,0.2,166.75,0
CUST09463,34.86810684728803,Gurugram,BSNL,4G,Individual,28.866335243682204,18.54,0.618,43.78,4.24,58.52,25,13,12,1.62,1.73,77,4.7,831.72,0
CUST09464,22.42595115340614,Noida,Jio,5G,Individual,101.48608896401034,8.63,0.288,24.01,1.13,322.79,284,161,123,26.5,15.34,89,2.24,381.65,0
CUST09465,18.0,Gurugram,Airtel,4G,Individual,5.637746004658273,13.87,0.462,23.81,3.7,780.84,499,279,220,35.5,60.2,83,2.74,556.69,0
CUST09466,33.110102490842564,Kolkata,Airtel,4G,Individual,41.36017423961172,30.99,1.033,86.94,5.0,310.23,142,66,76,7.29,16.99,127,8.49,1065.96,0
CUST09467,35.79773726129149,Hyderabad,Airtel,4G,Individual,57.53610976015142,45.14,1.505,139.66,11.63,565.0,414,215,199,27.27,15.89,117,3.59,991.92,0
CUST09468,21.84259293455512,Noida,Jio,4G,Individual,37.33727051478283,19.69,0.656,43.73,2.85,379.03,165,77,88,42.44,2.53,136,4.6,869.06,0
CUST09469,46.16464170874273,Delhi,Jio,5G,Family,17.927597472027383,4.74,0.158,14.49,0.88,244.58,161,73,88,9.72,12.42,90,0.6,355.95,0
CUST09470,22.518666256566743,Kolkata,Jio,5G,Individual,25.42126085245142,9.22,0.307,17.6,1.02,181.29,79,45,34,7.71,12.93,79,2.64,400.12,0
CUST09471,34.66331092094521,Hyderabad,Jio,4G,Individual,38.66607125625498,1.14,0.038,3.66,0.25,377.28,240,155,85,41.03,27.69,78,0.14,439.17,0
CUST09472,32.75652139682608,Pune,Airtel,5G,Family,29.18934127363377,69.19,2.306,235.93,19.09,161.17,78,44,34,11.75,9.57,81,19.34,665.96,0
CUST09473,29.441485771171784,Chennai,Airtel,5G,Individual,99.0762046314197,6.02,0.201,14.98,0.96,546.67,243,146,97,47.54,15.26,88,0.49,558.45,0
CUST09474,18.0,Lucknow,Jio,5G,Family,97.28576618016214,3.42,0.114,10.84,0.43,26.73,14,8,6,2.88,1.69,32,0.79,134.34,0
CUST09475,33.43344364556704,Pune,Airtel,4G,Individual,33.329198368070976,23.29,0.776,64.11,2.26,176.24,91,53,38,18.84,1.37,136,5.75,985.29,0
CUST09476,28.57810482713719,Noida,Jio,5G,Individual,120.0,2.39,0.08,5.41,0.4,456.63,232,127,105,29.19,18.09,90,0.55,629.66,0
CUST09477,30.694848093906547,Pune,Jio,4G,Individual,52.27619141697593,33.73,1.124,108.45,9.18,81.57,60,27,33,1.11,1.88,118,7.64,861.88,0
CUST09478,18.0,Pune,Vi,5G,Individual,75.51007085556324,13.23,0.441,33.42,3.79,1141.05,570,262,308,30.77,19.31,76,0.58,425.54,0
CUST09479,53.37781793825595,Bengaluru,Airtel,5G,Family,47.789800403819925,11.38,0.379,18.93,0.63,270.4,141,88,53,20.74,20.53,77,2.72,474.8,0
CUST09480,31.81308222079338,Bengaluru,Jio,4G,Family,101.00469488884154,2.2,0.073,7.36,0.64,94.45,54,30,24,10.48,5.31,30,0.06,208.64,0
CUST09481,42.400682234511024,Mumbai,Jio,5G,Individual,56.73407670939661,1.27,0.042,4.16,0.16,129.61,72,35,37,4.34,5.4,34,0.13,177.87,0
CUST09482,26.158547672594537,Delhi,Vi,4G,Family,118.24048163143196,12.34,0.411,27.37,0.8,166.33,110,73,37,12.29,3.21,101,0.78,419.58,0
CUST09483,22.616996912623897,Delhi,Jio,5G,Individual,67.54781978292856,13.6,0.453,36.79,2.35,116.82,70,26,44,3.17,0.63,71,2.64,602.61,0
CUST09484,29.653893696035063,Kolkata,Jio,4G,Individual,28.38435648915452,7.22,0.241,20.03,1.55,375.27,237,125,112,33.86,2.86,97,1.43,526.9,0
CUST09485,23.37180961929754,Noida,Vi,4G,Individual,98.1357360926458,1.16,0.039,3.73,0.33,385.8,212,105,107,15.91,7.54,98,0.34,595.34,0
CUST09486,32.253157326794245,Noida,Airtel,5G,Family,14.454127890794242,7.62,0.254,16.04,1.28,36.77,23,10,13,0.62,2.02,76,1.29,777.1,0
